url,username,Date,Tweet,hashtag,mentions,likeCount,retweetCount,replyCount
https://twitter.com/AyeniProgress/status/1623065917792874497,AyeniProgress,2023-02-07 21:07:24+00:00,"""Sending healing prayers and comfort to all  during this tough times""   🙏 we  pray for quick healing.  ","['Turkey', 'TurkeyEarthquake', 'SocialMining', 'DAOVERSE', 'LABOR']","['', 'TheDAOLabs']",22,11,3
https://twitter.com/matthew_kreklau/status/1623065901158264836,matthew_kreklau,2023-02-07 21:07:20+00:00,Don't miss out.                 tbh6,"['TurkeyEarthquake', 'BBTitians', 'TurkeyQuake', 'Turkey', 'PrayForTurkey', 'SidKiara', 'earthquake', 'GRAMMYs', 'Turkiye', 'BBTitansXJameson', 'ครูไพบูลย์', '아이엔의_스물셋도_안아줄게요', 'KiaraSidharthwedding', 'HogwartLegacy', 'الهلال_فلامينغو']",none,1,1,0
https://twitter.com/AshCoo13/status/1623065877766631425,AshCoo13,2023-02-07 21:07:15+00:00,Way to go  sending help to  you’re the MVP G❤️ ,"['Palestine', 'TurkeyEarthquake']",none,0,1,1
https://twitter.com/matthew_kreklau/status/1623065874897727496,matthew_kreklau,2023-02-07 21:07:14+00:00,Don't miss out.                 dbnh6,"['TurkeyEarthquake', 'BBTitians', 'TurkeyQuake', 'Turkey', 'PrayForTurkey', 'SidKiara', 'earthquake', 'GRAMMYs', 'Turkiye', 'BBTitansXJameson', 'ครูไพบูลย์', '아이엔의_스물셋도_안아줄게요', 'KiaraSidharthwedding', 'HogwartLegacy', 'الهلال_فلامينغو']",none,1,1,0
https://twitter.com/matthew_kreklau/status/1623065856556015617,matthew_kreklau,2023-02-07 21:07:09+00:00,Don't miss out.                 fbg5,"['TurkeyEarthquake', 'BBTitians', 'TurkeyQuake', 'Turkey', 'PrayForTurkey', 'SidKiara', 'earthquake', 'GRAMMYs', 'Turkiye', 'BBTitansXJameson', 'ครูไพบูลย์', '아이엔의_스물셋도_안아줄게요', 'KiaraSidharthwedding', 'HogwartLegacy', 'الهلال_فلامينغو']",none,1,1,0
https://twitter.com/StJosephsSK1/status/1623065838772428800,StJosephsSK1,2023-02-07 21:07:05+00:00,"This morning, Year 3/4 spent time during their prayer and liturgy session in church  praying for everyone in Turkey and Syria who has been affected by the tragic earthquake.   ","['TurkeyEarthquake', 'earthquake']",none,4,0,0
https://twitter.com/matthew_kreklau/status/1623065837841141760,matthew_kreklau,2023-02-07 21:07:05+00:00,Don't miss out.                 gvb5,"['TurkeyEarthquake', 'BBTitians', 'TurkeyQuake', 'Turkey', 'PrayForTurkey', 'SidKiara', 'earthquake', 'GRAMMYs', 'Turkiye', 'BBTitansXJameson', 'ครูไพบูลย์', '아이엔의_스물셋도_안아줄게요', 'KiaraSidharthwedding', 'HogwartLegacy', 'الهلال_فلامينغو']",none,1,1,0
https://twitter.com/ScytaleNews/status/1623065833961291776,ScytaleNews,2023-02-07 21:07:04+00:00,"Avalanche Foundation donated $1M in AVAX to the disaster relief efforts, organized by         ","['news', 'earthquakes', 'earthquake', 'TurkeyEarthquake', 'TurkeyQuake', 'Turkey', 'turkeyearthquake2023', 'Crypto']","['', 'haluklevent']",2,0,0
https://twitter.com/mynameisbmc/status/1623065828630360067,mynameisbmc,2023-02-07 21:07:03+00:00,"🔴  | Turkey has declared a fourth level alert state. The ""level 4"" alarm condition includes an international call for help.We're requesting supplies, tactical assistance, and professional earthquake extensions.   ","['breaking', 'eartquake', 'TurkeyEarthquake', 'turkeyhelp', 'globalhelp']",none,1,2,1
https://twitter.com/matthew_kreklau/status/1623065798989213700,matthew_kreklau,2023-02-07 21:06:56+00:00,Don't miss out.                 Gh6,"['TurkeyEarthquake', 'BBTitians', 'TurkeyQuake', 'Turkey', 'PrayForTurkey', 'SidKiara', 'earthquake', 'GRAMMYs', 'Turkiye', 'BBTitansXJameson', 'ครูไพบูลย์', '아이엔의_스물셋도_안아줄게요', 'KiaraSidharthwedding', 'HogwartLegacy', 'الهلال_فلامينغو']",none,1,1,0
https://twitter.com/matthew_kreklau/status/1623065780723109890,matthew_kreklau,2023-02-07 21:06:51+00:00,Don't miss out.                 cbcr5,"['TurkeyEarthquake', 'BBTitians', 'TurkeyQuake', 'Turkey', 'PrayForTurkey', 'SidKiara', 'earthquake', 'GRAMMYs', 'Turkiye', 'BBTitansXJameson', 'ครูไพบูลย์', '아이엔의_스물셋도_안아줄게요', 'KiaraSidharthwedding', 'HogwartLegacy', 'الهلال_فلامينغو']",none,1,1,0
https://twitter.com/matthew_kreklau/status/1623065761315975169,matthew_kreklau,2023-02-07 21:06:47+00:00,Don't miss out.                 ghh6,"['TurkeyEarthquake', 'BBTitians', 'TurkeyQuake', 'Turkey', 'PrayForTurkey', 'SidKiara', 'earthquake', 'GRAMMYs', 'Turkiye', 'BBTitansXJameson', 'ครูไพบูลย์', '아이엔의_스물셋도_안아줄게요', 'KiaraSidharthwedding', 'HogwartLegacy', 'الهلال_فلامينغو']",none,1,1,0
https://twitter.com/giudicialex/status/1623065756777738243,giudicialex,2023-02-07 21:06:46+00:00," appeal from one of my   Modular Executive MBA students. ""We have partnered with ShelterBox... every contribution is a big one... Thanks in advance in the name of all survivors.""Please retweet 🙏",['TurkeyEarthquake'],"['', 'BayesBSchool,', 'AlumniBayes']",4,1,0
